Day,	Outlook,	Temperature,	Humidity,	Wind
D614,	Overcast,	Mild,	Normal,	Strong
D615,	Rain,	Mild,	High,	Strong
D616,	Rain,	Cool,	High,	Weak
D617,	Overcast,	Mild,	Normal,	Strong
D618,	Rain,	Mild,	Normal,	Strong
D619,	Overcast,	Cool,	Normal,	Strong
D620,	Overcast,	Hot,	High,	Weak
D621,	Rain,	Mild,	Normal,	Weak
D622,	Overcast,	Hot,	High,	Weak
D623,	Sunny,	Cool,	Normal,	Weak
D624,	Overcast,	Hot,	Normal,	Weak
D625,	Overcast,	Hot,	Normal,	Strong
D626,	Overcast,	Cool,	High,	Strong
D627,	Sunny,	Cool,	Normal,	Weak
D628,	Overcast,	Cool,	High,	Strong
D629,	Rain,	Hot,	Normal,	Weak
D630,	Overcast,	Cool,	Normal,	Strong
D631,	Rain,	Cool,	High,	Strong
D632,	Sunny,	Cool,	Normal,	Strong
D633,	Sunny,	Cool,	High,	Strong
D634,	Sunny,	Mild,	High,	Weak
D635,	Sunny,	Cool,	High,	Strong
D636,	Rain,	Mild,	Normal,	Weak
D637,	Rain,	Hot,	High,	Weak
D638,	Rain,	Cool,	High,	Strong
D639,	Rain,	Hot,	Normal,	Weak
D640,	Rain,	Mild,	Normal,	Weak
D641,	Sunny,	Hot,	High,	Strong
D642,	Overcast,	Cool,	High,	Weak
D643,	Sunny,	Cool,	High,	Strong
D644,	Overcast,	Mild,	Normal,	Weak
D645,	Rain,	Cool,	High,	Strong
D646,	Overcast,	Mild,	High,	Strong
D647,	Overcast,	Mild,	High,	Strong
D648,	Rain,	Cool,	Normal,	Weak
D649,	Overcast,	Cool,	High,	Strong
D650,	Overcast,	Cool,	Normal,	Strong
D651,	Rain,	Cool,	High,	Weak
D652,	Overcast,	Cool,	Normal,	Weak
D653,	Overcast,	Hot,	High,	Strong
D654,	Sunny,	Mild,	High,	Weak
D655,	Rain,	Hot,	Normal,	Weak
D656,	Sunny,	Hot,	Normal,	Strong
D657,	Rain,	Hot,	High,	Weak
D658,	Sunny,	Mild,	High,	Strong
D659,	Rain,	Mild,	Normal,	Strong
D660,	Overcast,	Hot,	Normal,	Weak
D661,	Rain,	Hot,	Normal,	Strong
D662,	Rain,	Cool,	Normal,	Weak
D663,	Overcast,	Cool,	Normal,	Weak
D664,	Rain,	Cool,	High,	Weak
D665,	Rain,	Cool,	Normal,	Strong
D666,	Rain,	Cool,	High,	Weak
D667,	Overcast,	Cool,	Normal,	Weak
D668,	Sunny,	Cool,	Normal,	Weak
D669,	Overcast,	Mild,	Normal,	Strong
D670,	Sunny,	Cool,	High,	Weak
D671,	Rain,	Mild,	High,	Strong
D672,	Sunny,	Cool,	Normal,	Weak
D673,	Overcast,	Hot,	High,	Strong
D674,	Rain,	Mild,	Normal,	Strong
D675,	Overcast,	Cool,	High,	Strong
D676,	Rain,	Mild,	Normal,	Weak
D677,	Sunny,	Cool,	Normal,	Weak
D678,	Sunny,	Hot,	High,	Strong
D679,	Rain,	Hot,	Normal,	Strong
D680,	Overcast,	Hot,	High,	Weak
D681,	Sunny,	Hot,	Normal,	Weak
D682,	Sunny,	Mild,	High,	Weak
D683,	Rain,	Hot,	Normal,	Strong
D684,	Rain,	Hot,	Normal,	Strong
D685,	Rain,	Mild,	Normal,	Weak
D686,	Sunny,	Mild,	High,	Strong
D687,	Sunny,	Cool,	High,	Weak
D688,	Rain,	Mild,	Normal,	Weak
D689,	Overcast,	Cool,	High,	Weak
D690,	Sunny,	Mild,	Normal,	Weak
D691,	Rain,	Mild,	Normal,	Strong
D692,	Rain,	Cool,	Normal,	Weak
D693,	Overcast,	Mild,	Normal,	Strong
D694,	Sunny,	Cool,	Normal,	Strong
D695,	Rain,	Cool,	High,	Strong
D696,	Sunny,	Cool,	High,	Weak
D697,	Rain,	Hot,	High,	Strong
D698,	Rain,	Hot,	Normal,	Strong
D699,	Rain,	Hot,	Normal,	Strong
D700,	Rain,	Mild,	Normal,	Weak
D701,	Overcast,	Cool,	Normal,	Weak
D702,	Rain,	Hot,	High,	Strong
D703,	Sunny,	Cool,	High,	Strong
D704,	Sunny,	Hot,	High,	Strong
D705,	Sunny,	Cool,	Normal,	Weak
D706,	Rain,	Mild,	High,	Strong
D707,	Overcast,	Hot,	Normal,	Strong
D708,	Sunny,	Cool,	Normal,	Weak
D709,	Rain,	Mild,	Normal,	Weak
D710,	Rain,	Mild,	Normal,	Weak
D711,	Sunny,	Mild,	Normal,	Strong
D712,	Sunny,	Cool,	Normal,	Strong
D713,	Overcast,	Mild,	High,	Weak
D714,	Sunny,	Mild,	Normal,	Weak
D715,	Sunny,	Mild,	High,	Weak
D716,	Overcast,	Hot,	Normal,	Weak
D717,	Overcast,	Mild,	Normal,	Strong
D718,	Rain,	Cool,	Normal,	Strong
D719,	Overcast,	Cool,	Normal,	Weak
D720,	Overcast,	Cool,	High,	Weak
D721,	Overcast,	Hot,	Normal,	Weak
D722,	Overcast,	Hot,	High,	Weak
D723,	Rain,	Mild,	Normal,	Strong
D724,	Overcast,	Mild,	Normal,	Weak
D725,	Sunny,	Mild,	Normal,	Strong
D726,	Rain,	Hot,	Normal,	Strong
D727,	Rain,	Hot,	High,	Weak
D728,	Overcast,	Hot,	Normal,	Strong
D729,	Rain,	Mild,	Normal,	Weak
D730,	Overcast,	Hot,	Normal,	Weak
D731,	Overcast,	Hot,	High,	Weak
D732,	Sunny,	Hot,	High,	Strong
D733,	Rain,	Cool,	High,	Strong
D734,	Overcast,	Hot,	High,	Strong
D735,	Overcast,	Hot,	High,	Strong
D736,	Rain,	Hot,	High,	Weak
D737,	Rain,	Hot,	Normal,	Strong
D738,	Rain,	Cool,	Normal,	Strong
D739,	Overcast,	Hot,	High,	Strong
D740,	Overcast,	Hot,	High,	Strong
D741,	Rain,	Hot,	Normal,	Weak
D742,	Rain,	Mild,	Normal,	Weak
D743,	Sunny,	Cool,	Normal,	Weak
D744,	Sunny,	Cool,	Normal,	Strong
D745,	Sunny,	Hot,	High,	Weak
D746,	Rain,	Mild,	High,	Weak
D747,	Sunny,	Cool,	High,	Weak
D748,	Overcast,	Cool,	High,	Strong
D749,	Rain,	Mild,	High,	Weak
D750,	Overcast,	Mild,	Normal,	Weak
D751,	Rain,	Hot,	Normal,	Weak
D752,	Rain,	Cool,	Normal,	Strong
D753,	Overcast,	Cool,	High,	Weak
D754,	Rain,	Hot,	High,	Weak
D755,	Rain,	Mild,	High,	Strong
D756,	Rain,	Mild,	High,	Weak
D757,	Overcast,	Hot,	High,	Strong
D758,	Overcast,	Cool,	Normal,	Strong
D759,	Overcast,	Cool,	Normal,	Strong
D760,	Sunny,	Hot,	Normal,	Weak
D761,	Overcast,	Mild,	High,	Strong
D762,	Sunny,	Hot,	High,	Weak
D763,	Sunny,	Cool,	Normal,	Strong
D764,	Sunny,	Mild,	Normal,	Strong
D765,	Overcast,	Cool,	Normal,	Weak
D766,	Overcast,	Hot,	High,	Weak
D767,	Rain,	Hot,	High,	Strong
D768,	Overcast,	Hot,	High,	Strong
D769,	Rain,	Hot,	Normal,	Weak
D770,	Sunny,	Mild,	High,	Weak
D771,	Sunny,	Hot,	Normal,	Strong
D772,	Rain,	Cool,	Normal,	Strong
D773,	Rain,	Cool,	High,	Strong
D774,	Overcast,	Mild,	Normal,	Strong
D775,	Rain,	Hot,	Normal,	Strong
D776,	Sunny,	Hot,	High,	Weak
D777,	Sunny,	Hot,	High,	Weak
D778,	Rain,	Cool,	High,	Weak
D779,	Rain,	Cool,	Normal,	Weak
D780,	Overcast,	Hot,	High,	Weak
D781,	Rain,	Mild,	High,	Weak
D782,	Rain,	Hot,	High,	Strong
D783,	Sunny,	Cool,	High,	Weak
D784,	Sunny,	Mild,	Normal,	Strong
D785,	Overcast,	Hot,	High,	Strong
D786,	Sunny,	Cool,	Normal,	Weak
D787,	Overcast,	Cool,	Normal,	Weak
D788,	Rain,	Mild,	Normal,	Weak
D789,	Rain,	Hot,	Normal,	Weak
D790,	Overcast,	Cool,	High,	Strong
D791,	Overcast,	Cool,	High,	Strong
D792,	Sunny,	Mild,	High,	Strong
D793,	Sunny,	Hot,	High,	Weak
D794,	Rain,	Cool,	High,	Weak
D795,	Sunny,	Mild,	High,	Weak
D796,	Rain,	Hot,	Normal,	Strong
D797,	Rain,	Mild,	High,	Weak
D798,	Overcast,	Mild,	Normal,	Weak
D799,	Sunny,	Hot,	High,	Weak
D800,	Rain,	Cool,	Normal,	Strong
D801,	Rain,	Cool,	High,	Strong
D802,	Rain,	Cool,	Normal,	Weak
D803,	Sunny,	Hot,	Normal,	Strong
D804,	Rain,	Cool,	Normal,	Weak
D805,	Overcast,	Mild,	Normal,	Weak
D806,	Rain,	Hot,	High,	Strong
D807,	Overcast,	Mild,	High,	Weak
D808,	Overcast,	Hot,	Normal,	Weak
D809,	Sunny,	Cool,	High,	Weak
D810,	Sunny,	Cool,	High,	Strong
D811,	Overcast,	Mild,	Normal,	Weak
D812,	Sunny,	Hot,	High,	Strong
D813,	Sunny,	Mild,	High,	Weak
D814,	Rain,	Hot,	Normal,	Strong
D815,	Sunny,	Hot,	High,	Weak
D816,	Sunny,	Mild,	Normal,	Strong
D817,	Rain,	Mild,	High,	Weak
D818,	Overcast,	Cool,	Normal,	Weak
D819,	Rain,	Hot,	Normal,	Strong
D820,	Sunny,	Hot,	High,	Strong
D821,	Overcast,	Mild,	High,	Weak
D822,	Sunny,	Hot,	Normal,	Weak
D823,	Overcast,	Cool,	Normal,	Strong
D824,	Sunny,	Mild,	Normal,	Strong
D825,	Overcast,	Hot,	High,	Strong
D826,	Overcast,	Hot,	Normal,	Weak
D827,	Overcast,	Hot,	High,	Strong
D828,	Rain,	Cool,	Normal,	Weak
D829,	Rain,	Cool,	High,	Weak
D830,	Overcast,	Hot,	Normal,	Strong
D831,	Rain,	Mild,	High,	Weak
D832,	Rain,	Mild,	High,	Strong
D833,	Sunny,	Cool,	Normal,	Strong
D834,	Sunny,	Cool,	High,	Weak
D835,	Overcast,	Cool,	Normal,	Strong
D836,	Sunny,	Mild,	High,	Weak
D837,	Sunny,	Hot,	High,	Weak
D838,	Sunny,	Hot,	High,	Strong
D839,	Sunny,	Cool,	Normal,	Strong
D840,	Overcast,	Hot,	High,	Weak
D841,	Overcast,	Mild,	Normal,	Strong
D842,	Overcast,	Mild,	High,	Strong
D843,	Sunny,	Mild,	Normal,	Strong
D844,	Overcast,	Mild,	High,	Weak
D845,	Sunny,	Mild,	Normal,	Weak
D846,	Sunny,	Hot,	Normal,	Weak
D847,	Rain,	Cool,	Normal,	Strong
D848,	Rain,	Hot,	High,	Weak
D849,	Rain,	Cool,	High,	Strong
D850,	Sunny,	Mild,	High,	Strong
D851,	Rain,	Hot,	Normal,	Strong
D852,	Overcast,	Cool,	Normal,	Strong
D853,	Sunny,	Hot,	Normal,	Strong
D854,	Sunny,	Hot,	Normal,	Weak
D855,	Rain,	Mild,	High,	Strong
D856,	Sunny,	Hot,	High,	Weak
D857,	Overcast,	Hot,	High,	Weak
D858,	Overcast,	Hot,	Normal,	Weak
D859,	Rain,	Mild,	High,	Strong
D860,	Sunny,	Cool,	High,	Strong
D861,	Rain,	Cool,	Normal,	Weak
D862,	Sunny,	Mild,	Normal,	Weak
D863,	Sunny,	Cool,	Normal,	Weak
D864,	Rain,	Cool,	High,	Weak
D865,	Sunny,	Hot,	Normal,	Weak
D866,	Overcast,	Hot,	High,	Weak
D867,	Overcast,	Mild,	High,	Strong
D868,	Rain,	Hot,	High,	Strong
D869,	Rain,	Mild,	High,	Weak
D870,	Rain,	Mild,	High,	Strong
D871,	Sunny,	Mild,	Normal,	Strong
D872,	Rain,	Cool,	High,	Strong
D873,	Rain,	Mild,	Normal,	Weak
D874,	Sunny,	Cool,	High,	Weak
D875,	Sunny,	Mild,	Normal,	Strong
D876,	Sunny,	Cool,	Normal,	Strong
D877,	Sunny,	Cool,	Normal,	Strong
D878,	Overcast,	Hot,	High,	Strong
D879,	Sunny,	Hot,	Normal,	Strong
D880,	Overcast,	Hot,	Normal,	Weak
D881,	Overcast,	Hot,	High,	Strong
D882,	Overcast,	Hot,	Normal,	Strong
D883,	Rain,	Hot,	High,	Strong
D884,	Rain,	Cool,	Normal,	Weak
D885,	Overcast,	Hot,	Normal,	Strong
D886,	Rain,	Cool,	Normal,	Weak
D887,	Sunny,	Hot,	Normal,	Strong
D888,	Sunny,	Hot,	High,	Strong
D889,	Sunny,	Mild,	High,	Weak
D890,	Overcast,	Mild,	Normal,	Weak
D891,	Overcast,	Mild,	Normal,	Weak
D892,	Sunny,	Cool,	High,	Strong
D893,	Rain,	Mild,	Normal,	Weak
D894,	Overcast,	Mild,	Normal,	Strong
D895,	Overcast,	Mild,	High,	Strong
D896,	Sunny,	Mild,	High,	Weak
D897,	Rain,	Hot,	Normal,	Strong
D898,	Overcast,	Hot,	Normal,	Weak
D899,	Overcast,	Cool,	High,	Strong
D900,	Sunny,	Hot,	Normal,	Weak
D901,	Overcast,	Cool,	Normal,	Weak
D902,	Overcast,	Hot,	Normal,	Weak
D903,	Sunny,	Hot,	High,	Weak
D904,	Overcast,	Hot,	High,	Strong
D905,	Rain,	Mild,	Normal,	Weak
D906,	Overcast,	Cool,	Normal,	Strong
D907,	Overcast,	Hot,	Normal,	Weak
D908,	Sunny,	Mild,	High,	Weak
D909,	Overcast,	Mild,	Normal,	Weak
D910,	Overcast,	Hot,	Normal,	Strong
D911,	Sunny,	Cool,	Normal,	Strong
D912,	Overcast,	Mild,	Normal,	Strong
D913,	Rain,	Hot,	High,	Weak
D914,	Rain,	Cool,	High,	Strong
D915,	Overcast,	Hot,	High,	Weak
D916,	Overcast,	Hot,	Normal,	Strong
D917,	Rain,	Cool,	Normal,	Weak
D918,	Sunny,	Mild,	High,	Weak
D919,	Rain,	Cool,	Normal,	Weak
D920,	Rain,	Mild,	Normal,	Weak
D921,	Sunny,	Hot,	High,	Weak
D922,	Overcast,	Cool,	High,	Strong
D923,	Sunny,	Cool,	Normal,	Weak
D924,	Rain,	Mild,	Normal,	Strong
D925,	Overcast,	Cool,	High,	Strong
D926,	Overcast,	Hot,	Normal,	Strong
D927,	Sunny,	Cool,	Normal,	Strong
D928,	Overcast,	Cool,	Normal,	Strong
D929,	Rain,	Mild,	Normal,	Strong
D930,	Sunny,	Cool,	Normal,	Weak
D931,	Rain,	Cool,	High,	Weak
D932,	Overcast,	Mild,	High,	Weak
D933,	Sunny,	Cool,	High,	Strong
D934,	Sunny,	Hot,	High,	Weak
D935,	Overcast,	Cool,	High,	Strong
D936,	Rain,	Mild,	Normal,	Strong
D937,	Rain,	Cool,	High,	Weak
D938,	Rain,	Mild,	Normal,	Weak
D939,	Rain,	Mild,	High,	Strong
D940,	Sunny,	Hot,	High,	Weak
D941,	Sunny,	Cool,	Normal,	Weak
D942,	Sunny,	Hot,	Normal,	Strong
D943,	Rain,	Hot,	High,	Weak
D944,	Sunny,	Cool,	High,	Weak
D945,	Sunny,	Mild,	Normal,	Weak
D946,	Rain,	Mild,	Normal,	Strong
D947,	Rain,	Mild,	Normal,	Strong
D948,	Rain,	Mild,	High,	Strong
D949,	Overcast,	Mild,	Normal,	Strong
D950,	Sunny,	Mild,	High,	Weak
D951,	Rain,	Hot,	Normal,	Strong
D952,	Sunny,	Mild,	High,	Weak
D953,	Rain,	Mild,	High,	Strong
D954,	Overcast,	Hot,	High,	Strong
D955,	Sunny,	Cool,	Normal,	Strong
D956,	Sunny,	Hot,	High,	Weak
D957,	Sunny,	Cool,	High,	Strong
D958,	Overcast,	Cool,	High,	Strong
D959,	Sunny,	Mild,	High,	Weak
D960,	Overcast,	Hot,	High,	Strong
D961,	Rain,	Cool,	High,	Strong
D962,	Overcast,	Mild,	High,	Strong
D963,	Overcast,	Cool,	High,	Strong
D964,	Overcast,	Cool,	Normal,	Weak
D965,	Sunny,	Cool,	High,	Strong
D966,	Sunny,	Hot,	Normal,	Weak
D967,	Overcast,	Cool,	Normal,	Strong
D968,	Rain,	Mild,	Normal,	Weak
D969,	Sunny,	Mild,	High,	Weak
D970,	Rain,	Cool,	Normal,	Weak
D971,	Rain,	Mild,	Normal,	Weak
D972,	Sunny,	Hot,	Normal,	Weak
D973,	Sunny,	Hot,	Normal,	Strong
D974,	Rain,	Hot,	High,	Strong
D975,	Rain,	Hot,	Normal,	Weak
D976,	Rain,	Mild,	High,	Strong
D977,	Overcast,	Mild,	Normal,	Strong
D978,	Overcast,	Mild,	High,	Strong
D979,	Sunny,	Cool,	High,	Strong
D980,	Overcast,	Cool,	High,	Weak
D981,	Sunny,	Cool,	Normal,	Strong
D982,	Overcast,	Hot,	Normal,	Strong
D983,	Rain,	Hot,	High,	Strong
D984,	Rain,	Mild,	High,	Weak
D985,	Overcast,	Hot,	High,	Strong
D986,	Sunny,	Cool,	High,	Weak
D987,	Rain,	Hot,	High,	Strong
D988,	Rain,	Cool,	Normal,	Weak
D989,	Overcast,	Cool,	Normal,	Strong
D990,	Overcast,	Mild,	High,	Strong
D991,	Sunny,	Mild,	Normal,	Strong
D992,	Rain,	Mild,	Normal,	Weak
D993,	Sunny,	Mild,	High,	Strong
D994,	Overcast,	Mild,	Normal,	Strong
D995,	Sunny,	Cool,	High,	Weak
D996,	Overcast,	Cool,	Normal,	Strong
D997,	Rain,	Cool,	Normal,	Weak
D998,	Sunny,	Cool,	Normal,	Weak
D999,	Rain,	Cool,	Normal,	Weak
D1000,	Sunny,	Mild,	Normal,	Weak
D1001,	Sunny,	Cool,	Normal,	Weak
D1002,	Sunny,	Hot,	High,	Strong
D1003,	Sunny,	Mild,	Normal,	Weak
D1004,	Sunny,	Hot,	High,	Weak
D1005,	Overcast,	Mild,	Normal,	Strong
D1006,	Rain,	Hot,	Normal,	Weak
D1007,	Overcast,	Cool,	High,	Strong
D1008,	Sunny,	Mild,	Normal,	Strong
D1009,	Sunny,	Hot,	High,	Weak
D1010,	Rain,	Hot,	High,	Weak
D1011,	Overcast,	Hot,	Normal,	Weak
D1012,	Overcast,	Cool,	High,	Weak
D1013,	Rain,	Mild,	High,	Weak
D1014,	Sunny,	Cool,	High,	Strong
D1015,	Sunny,	Cool,	High,	Strong
D1016,	Sunny,	Hot,	Normal,	Strong
D1017,	Overcast,	Mild,	Normal,	Strong
D1018,	Overcast,	Mild,	High,	Strong
D1019,	Rain,	Hot,	High,	Weak
D1020,	Overcast,	Hot,	Normal,	Strong
D1021,	Sunny,	Hot,	High,	Weak
D1022,	Sunny,	Mild,	High,	Weak
D1023,	Sunny,	Hot,	Normal,	Weak
D1024,	Rain,	Mild,	Normal,	Weak
D1025,	Overcast,	Cool,	High,	Strong
D1026,	Sunny,	Cool,	Normal,	Strong
D1027,	Overcast,	Mild,	Normal,	Weak
D1028,	Overcast,	Mild,	Normal,	Weak
D1029,	Sunny,	Cool,	Normal,	Weak
D1030,	Sunny,	Mild,	Normal,	Weak
D1031,	Rain,	Cool,	High,	Weak
D1032,	Overcast,	Hot,	Normal,	Strong
D1033,	Sunny,	Cool,	Normal,	Weak
D1034,	Rain,	Cool,	High,	Strong
D1035,	Overcast,	Mild,	High,	Strong
D1036,	Rain,	Mild,	Normal,	Strong
D1037,	Rain,	Mild,	High,	Strong
D1038,	Sunny,	Hot,	Normal,	Strong
D1039,	Rain,	Cool,	Normal,	Weak
D1040,	Sunny,	Mild,	Normal,	Weak
D1041,	Rain,	Hot,	High,	Strong
D1042,	Sunny,	Mild,	High,	Weak
D1043,	Overcast,	Mild,	Normal,	Strong
D1044,	Rain,	Hot,	Normal,	Strong
D1045,	Sunny,	Hot,	Normal,	Strong
D1046,	Sunny,	Hot,	Normal,	Strong
D1047,	Overcast,	Cool,	Normal,	Strong
D1048,	Rain,	Cool,	Normal,	Weak
D1049,	Overcast,	Hot,	Normal,	Strong
D1050,	Sunny,	Cool,	Normal,	Strong
D1051,	Rain,	Cool,	High,	Weak
D1052,	Overcast,	Cool,	High,	Strong
D1053,	Overcast,	Cool,	High,	Strong
D1054,	Overcast,	Mild,	Normal,	Weak
D1055,	Rain,	Mild,	Normal,	Weak
D1056,	Overcast,	Mild,	Normal,	Strong
D1057,	Sunny,	Mild,	Normal,	Weak
D1058,	Sunny,	Cool,	High,	Weak
D1059,	Sunny,	Cool,	Normal,	Weak
D1060,	Rain,	Mild,	Normal,	Weak
D1061,	Sunny,	Mild,	High,	Strong
D1062,	Overcast,	Hot,	High,	Weak
D1063,	Rain,	Cool,	Normal,	Strong
D1064,	Sunny,	Mild,	Normal,	Strong
D1065,	Overcast,	Hot,	Normal,	Strong
D1066,	Rain,	Cool,	High,	Strong
D1067,	Rain,	Hot,	High,	Strong
D1068,	Sunny,	Mild,	High,	Weak
D1069,	Sunny,	Hot,	High,	Strong
D1070,	Rain,	Mild,	High,	Strong
D1071,	Overcast,	Hot,	Normal,	Strong
D1072,	Rain,	Cool,	Normal,	Weak
D1073,	Rain,	Cool,	High,	Weak
D1074,	Sunny,	Mild,	Normal,	Strong
D1075,	Sunny,	Cool,	High,	Weak
D1076,	Sunny,	Mild,	High,	Strong
D1077,	Overcast,	Cool,	High,	Strong
D1078,	Overcast,	Hot,	Normal,	Weak
D1079,	Rain,	Hot,	High,	Weak
D1080,	Rain,	Hot,	High,	Weak
D1081,	Sunny,	Mild,	Normal,	Strong
D1082,	Sunny,	Hot,	High,	Strong
D1083,	Rain,	Hot,	Normal,	Strong
D1084,	Sunny,	Mild,	Normal,	Weak
D1085,	Overcast,	Cool,	High,	Weak
D1086,	Sunny,	Hot,	Normal,	Weak
D1087,	Rain,	Hot,	Normal,	Strong
D1088,	Rain,	Cool,	High,	Weak
D1089,	Sunny,	Mild,	Normal,	Weak
D1090,	Sunny,	Cool,	High,	Strong
D1091,	Sunny,	Cool,	Normal,	Strong
D1092,	Rain,	Mild,	High,	Strong
D1093,	Rain,	Hot,	High,	Weak
D1094,	Sunny,	Hot,	Normal,	Strong
D1095,	Overcast,	Cool,	Normal,	Strong
D1096,	Overcast,	Mild,	Normal,	Weak
D1097,	Sunny,	Mild,	High,	Weak
D1098,	Rain,	Mild,	Normal,	Strong
D1099,	Rain,	Hot,	Normal,	Strong
D1100,	Sunny,	Cool,	High,	Strong
D1101,	Overcast,	Hot,	High,	Weak
D1102,	Rain,	Mild,	Normal,	Weak
D1103,	Overcast,	Hot,	Normal,	Weak
D1104,	Overcast,	Mild,	Normal,	Weak
D1105,	Rain,	Cool,	Normal,	Weak
D1106,	Overcast,	Hot,	High,	Weak
D1107,	Rain,	Mild,	Normal,	Strong
D1108,	Overcast,	Hot,	High,	Strong
D1109,	Rain,	Hot,	Normal,	Weak
D1110,	Rain,	Hot,	Normal,	Weak
D1111,	Sunny,	Cool,	High,	Weak
D1112,	Rain,	Cool,	High,	Strong
D1113,	Sunny,	Cool,	High,	Strong
D1114,	Rain,	Mild,	Normal,	Strong
D1115,	Overcast,	Cool,	Normal,	Weak
D1116,	Overcast,	Mild,	Normal,	Weak
D1117,	Overcast,	Cool,	High,	Strong
D1118,	Rain,	Cool,	High,	Weak
D1119,	Rain,	Mild,	Normal,	Weak
D1120,	Overcast,	Hot,	High,	Weak
D1121,	Overcast,	Cool,	Normal,	Weak
D1122,	Sunny,	Hot,	High,	Strong
D1123,	Overcast,	Mild,	Normal,	Weak
D1124,	Overcast,	Mild,	High,	Strong
D1125,	Rain,	Mild,	High,	Strong
D1126,	Rain,	Hot,	Normal,	Strong
D1127,	Rain,	Mild,	Normal,	Strong
D1128,	Sunny,	Hot,	High,	Weak
D1129,	Overcast,	Cool,	High,	Weak
D1130,	Sunny,	Hot,	High,	Strong
D1131,	Rain,	Hot,	High,	Strong
D1132,	Overcast,	Mild,	High,	Strong
D1133,	Sunny,	Cool,	High,	Weak
D1134,	Sunny,	Cool,	Normal,	Weak
D1135,	Overcast,	Mild,	Normal,	Strong
D1136,	Rain,	Mild,	Normal,	Weak
D1137,	Sunny,	Hot,	Normal,	Strong
D1138,	Sunny,	Mild,	Normal,	Weak
D1139,	Rain,	Mild,	Normal,	Weak
D1140,	Overcast,	Hot,	High,	Strong
D1141,	Overcast,	Hot,	High,	Strong
D1142,	Rain,	Cool,	High,	Weak
D1143,	Overcast,	Cool,	Normal,	Weak
D1144,	Sunny,	Hot,	High,	Weak
D1145,	Sunny,	Hot,	High,	Weak
D1146,	Sunny,	Mild,	High,	Strong
D1147,	Sunny,	Cool,	High,	Strong
D1148,	Rain,	Cool,	Normal,	Strong
D1149,	Rain,	Cool,	High,	Strong
D1150,	Sunny,	Cool,	High,	Strong
D1151,	Overcast,	Mild,	Normal,	Weak
D1152,	Sunny,	Cool,	Normal,	Weak
D1153,	Overcast,	Hot,	Normal,	Strong
D1154,	Rain,	Mild,	High,	Strong
D1155,	Overcast,	Mild,	High,	Strong
D1156,	Sunny,	Cool,	High,	Weak
D1157,	Sunny,	Cool,	High,	Strong
D1158,	Sunny,	Mild,	Normal,	Strong
D1159,	Rain,	Cool,	High,	Weak
D1160,	Sunny,	Hot,	High,	Strong
D1161,	Rain,	Hot,	High,	Strong
D1162,	Sunny,	Cool,	Normal,	Weak
D1163,	Sunny,	Cool,	Normal,	Weak
D1164,	Overcast,	Hot,	High,	Strong
D1165,	Sunny,	Mild,	High,	Weak
D1166,	Rain,	Mild,	Normal,	Weak
D1167,	Overcast,	Cool,	High,	Strong
D1168,	Rain,	Hot,	Normal,	Strong
D1169,	Overcast,	Hot,	High,	Weak
D1170,	Overcast,	Mild,	High,	Strong
D1171,	Rain,	Cool,	Normal,	Weak
D1172,	Overcast,	Mild,	High,	Strong
D1173,	Rain,	Cool,	Normal,	Strong
D1174,	Rain,	Cool,	Normal,	Weak
D1175,	Rain,	Hot,	Normal,	Weak
D1176,	Rain,	Hot,	Normal,	Strong
D1177,	Overcast,	Mild,	Normal,	Strong
D1178,	Sunny,	Mild,	Normal,	Weak
D1179,	Sunny,	Mild,	High,	Strong
D1180,	Sunny,	Mild,	High,	Strong
D1181,	Rain,	Mild,	High,	Weak
D1182,	Sunny,	Cool,	Normal,	Weak
D1183,	Sunny,	Hot,	High,	Strong
D1184,	Rain,	Hot,	High,	Weak
D1185,	Overcast,	Mild,	High,	Strong
D1186,	Rain,	Hot,	Normal,	Weak
D1187,	Rain,	Cool,	High,	Weak
D1188,	Rain,	Mild,	High,	Strong
D1189,	Sunny,	Cool,	High,	Strong
D1190,	Sunny,	Mild,	High,	Weak
D1191,	Sunny,	Hot,	Normal,	Strong
D1192,	Overcast,	Cool,	High,	Strong
D1193,	Overcast,	Hot,	Normal,	Strong
D1194,	Sunny,	Mild,	Normal,	Weak
D1195,	Sunny,	Cool,	High,	Strong
D1196,	Overcast,	Mild,	High,	Weak
D1197,	Rain,	Hot,	High,	Weak
D1198,	Rain,	Hot,	Normal,	Weak
D1199,	Overcast,	Cool,	High,	Weak
D1200,	Rain,	Mild,	High,	Weak
D1201,	Rain,	Mild,	Normal,	Weak
D1202,	Overcast,	Cool,	High,	Strong
D1203,	Overcast,	Mild,	High,	Strong
D1204,	Sunny,	Mild,	High,	Weak
D1205,	Overcast,	Hot,	High,	Strong
D1206,	Rain,	Cool,	High,	Weak
D1207,	Overcast,	Hot,	High,	Strong
D1208,	Rain,	Cool,	High,	Strong
D1209,	Overcast,	Cool,	Normal,	Strong
D1210,	Rain,	Mild,	High,	Weak
D1211,	Rain,	Hot,	High,	Strong
D1212,	Sunny,	Mild,	High,	Strong
D1213,	Overcast,	Cool,	High,	Strong
D1214,	Rain,	Cool,	High,	Strong
D1215,	Sunny,	Hot,	High,	Weak
D1216,	Overcast,	Hot,	Normal,	Weak
D1217,	Overcast,	Hot,	Normal,	Strong
D1218,	Overcast,	Cool,	High,	Weak
D1219,	Rain,	Cool,	High,	Strong
